,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
157299,550201,22423,REGENCY CAKESTAND 3 TIER,16,4/15/2011 10:25,10.95,12769.0,Brazil
157300,550201,22699,ROSES REGENCY TEACUP AND SAUCER ,24,4/15/2011 10:25,2.55,12769.0,Brazil
157301,550201,22697,GREEN REGENCY TEACUP AND SAUCER,24,4/15/2011 10:25,2.55,12769.0,Brazil
157302,550201,22698,PINK REGENCY TEACUP AND SAUCER,24,4/15/2011 10:25,2.55,12769.0,Brazil
157303,550201,22366,DOORMAT AIRMAIL ,10,4/15/2011 10:25,6.75,12769.0,Brazil
157304,550201,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24,4/15/2011 10:25,3.39,12769.0,Brazil
157305,550201,22630,DOLLY GIRL LUNCH BOX,24,4/15/2011 10:25,1.95,12769.0,Brazil
157306,550201,22662,LUNCH BAG DOLLY GIRL DESIGN,10,4/15/2011 10:25,1.65,12769.0,Brazil
157307,550201,22629,SPACEBOY LUNCH BOX ,12,4/15/2011 10:25,1.95,12769.0,Brazil
157308,550201,22382,LUNCH BAG SPACEBOY DESIGN ,10,4/15/2011 10:25,1.65,12769.0,Brazil
157309,550201,15056BL,EDWARDIAN PARASOL BLACK,3,4/15/2011 10:25,5.95,12769.0,Brazil
157310,550201,15056P,EDWARDIAN PARASOL PINK,3,4/15/2011 10:25,5.95,12769.0,Brazil
157311,550201,15056N,EDWARDIAN PARASOL NATURAL,3,4/15/2011 10:25,5.95,12769.0,Brazil
157312,550201,20679,EDWARDIAN PARASOL RED,3,4/15/2011 10:25,5.95,12769.0,Brazil
157313,550201,21166,COOK WITH WINE METAL SIGN ,12,4/15/2011 10:25,2.08,12769.0,Brazil
157314,550201,21181,PLEASE ONE PERSON METAL SIGN,12,4/15/2011 10:25,2.1,12769.0,Brazil
157315,550201,21770,OPEN CLOSED METAL SIGN,10,4/15/2011 10:25,4.95,12769.0,Brazil
157316,550201,22993,SET OF 4 PANTRY JELLY MOULDS,24,4/15/2011 10:25,1.25,12769.0,Brazil
157317,550201,22722,SET OF 6 SPICE TINS PANTRY DESIGN,24,4/15/2011 10:25,3.45,12769.0,Brazil
157318,550201,23179,CLOCK MAGNET MUM'S KITCHEN,6,4/15/2011 10:25,2.89,12769.0,Brazil
157319,550201,23178,JAM CLOCK MAGNET,6,4/15/2011 10:25,2.89,12769.0,Brazil
157320,550201,22494,EMERGENCY FIRST AID TIN ,12,4/15/2011 10:25,1.25,12769.0,Brazil
157321,550201,21260,FIRST AID TIN,6,4/15/2011 10:25,3.25,12769.0,Brazil
157322,550201,21906,PHARMACIE FIRST AID TIN,6,4/15/2011 10:25,6.75,12769.0,Brazil
157323,550201,84971S,SMALL HEART FLOWERS HOOK ,24,4/15/2011 10:25,0.85,12769.0,Brazil
157324,550201,23054,RECYCLED ACAPULCO MAT LAVENDER,2,4/15/2011 10:25,8.25,12769.0,Brazil
157325,550201,23053,RECYCLED ACAPULCO MAT PINK,2,4/15/2011 10:25,8.25,12769.0,Brazil
157326,550201,23050,RECYCLED ACAPULCO MAT GREEN,2,4/15/2011 10:25,8.25,12769.0,Brazil
157327,550201,23051,RECYCLED ACAPULCO MAT BLUE,2,4/15/2011 10:25,8.25,12769.0,Brazil
157328,550201,23049,RECYCLED ACAPULCO MAT RED,2,4/15/2011 10:25,8.25,12769.0,Brazil
157329,550201,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,4/15/2011 10:25,8.25,12769.0,Brazil
157330,550201,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,4/15/2011 10:25,1.65,12769.0,Brazil
